0.6973307947059483
0.7005386026543071, 0.7841432423804299, 0.7826851437969558, 0.7768619463317197, 0.7820211670280008, 0.7949328091639001
0.7005386026543071, 0.7384562199133095, 0.795700235784514, 0.7880159900065877, 0.7831830650300675, 0.7781899505368112, 0.7775266648254975, 0.7997131948826125, 0.8012002004113048, 0.8124779113493651, 0.8248990784115865, 0.824049169755407, 0.822264831849935, 0.8242295733482143
0.7005386026543071, 0.7384562199133095, 0.7399319480947614, 0.7434083142730226
0.6973307947059483, 0.6973307947059483, 0.6973307947059483, 0.6973307947059483, 0.6973307947059483
0.7005386026543071
0.6973307947059483, 0.6973307947059483, 0.710274024310641, 0.7077956400325407, 0.7254887611480088, 0.7311703354997243, 0.7907134069523125, 0.8222079244965447, 0.8206037973152484, 0.8157435102340133
0.7005386026543071, 0.7005386026543071, 0.7137873079182016, 0.7168810350764607, 0.720310382778823
0.7069966144385816, 0.7206834694445099, 0.7186315569460154, 0.7167260347167342, 0.7153108193358984, 0.7183210907953094, 0.7172447554735619, 0.7163266030325313, 0.7155493853282043, 0.7148893295568838, 0.7166769561654877
0.6973307947059483, 0.7143150229610794, 0.7195590058359319, 0.7215056805660329, 0.7233757475140271, 0.7323405099601868, 0.7865475847820703, 0.7949098308128092, 0.7990792229281505, 0.8330140932091032, 0.8372605944750602, 0.8463130238760707, 0.8478860397963827, 0.8461339469835287, 0.8492957486411503, 0.8554994073815495, 0.8558117925121805, 0.8635112077918649, 0.8629468484384929, 0.8624196687433255, 0.8646618149400839, 0.8634929119997605, 0.8688051657186144, 0.9033097555862466, 0.904674219948453, 0.9051778416413284, 0.9066731702869331, 0.9226050425183129, 0.923631144908601, 0.9332492799061741, 0.9401456703387558, 0.9475372620290251
0.7008876134467082, 0.7162659401303636, 0.7125231427302331, 0.7097852895373404, 0.7078753021617648, 0.706494511341393, 0.7107071433828129, 0.7094422592601006, 0.7120773999393074, 0.7109903771078632, 0.7100428333856221, 0.7092145446536142, 0.7084870931570523
0.6973307947059483, 0.7143548054305022, 0.7191217849037639, 0.7158647589970129, 0.720053613486361, 0.7310743938944332, 0.7323090765383143, 0.7559417119453643, 0.7605695476913723, 0.8213336605332054, 0.840068976029302
0.7008876134467082, 0.7162659401303636
0.7005386026543071, 0.7005386026543071, 0.7137873079182016, 0.7113734225846378, 0.7636483648731438, 0.761910459916546, 0.7599911330383503, 0.7681148231851844, 0.7820124320633336, 0.7845809968825578, 0.7998815384180588, 0.8019156824967002, 0.8036360657255445, 0.8142660054296356, 0.8178856624339865, 0.8216734302800869, 0.8256834142563019, 0.828162583407955, 0.827615213500587, 0.8279734960335531, 0.8475431479159077, 0.8552044700220337, 0.8606082654170263, 0.864966216195748, 0.9087219720688252, 0.9121359445353072, 0.9144593650689353, 0.921946110195508, 0.9442416164946705, 0.9552817718156532, 0.9622345489366283, 0.9693249070987463, 0.9700266599485546, 0.9742099465726134, 0.9765404927965056, 0.9809588688615067, 0.9843866047270747, 0.9859981497371574, 0.98813275424572, 0.9906229756915891, 0.9912862219982015, 0.9906240416884627, 0.9893893368977605, 0.9874901856831798, 0.9841947074811574
0.6973307947059483, 0.7140620165430229, 0.7189615358263177, 0.7212692260373889, 0.7192629119484071, 0.7218278345331567, 0.731764836367116, 0.7555484724646193, 0.7592439909374898, 0.8150800324727488, 0.820975342346896, 0.82032574052936, 0.8226906421689544, 0.8226036917288716, 0.8221128373399472, 0.8227704727055646, 0.8460300967190738, 0.8460065899166507, 0.8568954318389554, 0.8874206793361469, 0.8861016895322239, 0.8849904212266255, 0.894208484410177, 0.9132050152468626, 0.919591161239242, 0.924181916207906, 0.9385524861422668, 0.9384707777220308, 0.9453651648452381, 0.9483563359572443, 0.9523989996221501
0.6973307947059483, 0.7143150229610794, 0.7195844401056252, 0.7215918544992688, 0.7196033295638543, 0.7176206070916259, 0.729657171720301, 0.7333538515825739, 0.7583826666136088, 0.7635820252451563, 0.7657758173422214
0.7069966144385816
0.7069966144385816, 0.7206834694445099, 0.7186315569460154, 0.7167260347167342, 0.7195319807552621, 0.7183210907953094
0.7005386026543071, 0.7005386026543071, 0.7005386026543071, 0.7005386026543071, 0.712185291061843, 0.7167235059286727
0.6973307947059483, 0.6973307947059483, 0.7109618908747056, 0.7165804704024383, 0.7206090946121363, 0.7315239261780022, 0.7854434448136213, 0.7875031601353865, 0.7882798981609463, 0.803265062396326, 0.8072196856831623, 0.8097112906958868, 0.8101199936248206, 0.809844410891345, 0.8095471744658219
0.7005386026543071, 0.7384562199133095, 0.795700235784514, 0.7880159900065877, 0.7872294000281229
0.7008876134467082, 0.7162659401303636, 0.7125231427302331
0.7005386026543071, 0.7005386026543071, 0.7168936079153018, 0.7141213651550034, 0.7185696562859739, 0.7206834694445099, 0.7191981273454291
0.6973307947059483, 0.7162659401303636, 0.7125231427302331, 0.7162659401303636, 0.7146470607249052, 0.7131286619684274, 0.7150920395494526, 0.7139511584853105, 0.7129122287780207, 0.7119888126823013, 0.7135548757814744
0.6973307947059483, 0.6973307947059483, 0.7125231427302331, 0.7097852895373404, 0.7141170502787505, 0.7162659401303636, 0.7147309570646709, 0.7162659401303636, 0.7153345162854293, 0.7162659401303636, 0.7154896369686108, 0.7162659401303636, 0.7154181655248906, 0.714602232266611, 0.7138289723823098, 0.7131027826473753, 0.7124243055480532, 0.7117921170728913, 0.7112037349066077, 0.7106562063104817, 0.7101464441851242, 0.7096714138817878
0.6973307947059483, 0.7140140695255967, 0.7190512617547844, 0.722411058546785, 0.7316912759114205
0.7005386026543071
0.7005386026543071, 0.7384562199133095, 0.7399797953683905, 0.7434537934441668, 0.7437190291787986, 0.7900327102195112, 0.7864846395315541, 0.8008114244517421, 0.7959906349463701, 0.796305965403475, 0.7946844793600714, 0.7925999479097052, 0.7919503166701725, 0.8002209724485024, 0.8078209200304044, 0.8194783973945964, 0.8421784079566828, 0.8466041724042019, 0.8473076898165618, 0.8474599405737168
0.7008876134467082, 0.7008876134467082, 0.7008876134467082, 0.7112198390272021, 0.7146470607249052, 0.7162659401303636
