0.6510191949972252
0.6851442410645343, 0.7048294921761837, 0.704862668380833, 0.7048527578058537, 0.7063248941526269, 0.7048419897051433
0.6851442410645343, 0.6938906032746346, 0.6968940027276305, 0.705876951072959, 0.7056716387683659, 0.7056217833682298, 0.7061355982475647, 0.7187053380489632, 0.7194142103001815, 0.7219449384571055, 0.7225459372039631, 0.7246150745130183, 0.7250111397073513, 0.7250504352711054
0.6851442410645343, 0.6938906032746346, 0.693407934601005, 0.6948035042947249
0.6510191949972252, 0.6510187840571872, 0.6510187840558651, 0.6510187840558651, 0.6510187840558651
0.6851442410645343
0.6510191949972252, 0.6510187840571872, 0.6512087533266622, 0.6571234280178648, 0.6577401859005844, 0.6574958719336607, 0.6856986934237828, 0.686130405722394, 0.698640169850608, 0.6986402006953434
0.6851442410645343, 0.6851440376953282, 0.6880994116772319, 0.6880994179503883, 0.6882434633519136
0.6915632308714642, 0.6939863235680394, 0.6971381733273545, 0.6971381822781034, 0.6971381822781316, 0.6980742077796223, 0.7007462777411682, 0.7007462855225453, 0.7007462855225703, 0.7007462855225703, 0.7008675215284708
0.6510191949972252, 0.6513260310105428, 0.6512736961899027, 0.6512686999763403, 0.6512685122120875, 0.6515820642990311, 0.6761107448869572, 0.6761108208385319, 0.6774837551483157, 0.6827423212637486, 0.6876828853381826, 0.6871819873477647, 0.6889865458882443, 0.6889865498511406, 0.6888684932979044, 0.7277881110009227, 0.7328552556398734, 0.7843236617315205, 0.7861704424661998, 0.7862891182311146, 0.7975500507221603, 0.8056544598828067, 0.8491339225328333, 0.8391277943204246, 0.8511588346207593, 0.8519226100015008, 0.8538625421601649, 0.8617626479103214, 0.859332726669159, 0.8709104821479774, 0.8699172165015722, 0.8733889970605124
0.6545545219685432, 0.6545472252047612, 0.6545472211004799, 0.6545472211004668, 0.6545472211004668, 0.6545472211004668, 0.6604720328896362, 0.6593594171644286, 0.6643132689583734, 0.6627140618234547, 0.6627140550689995, 0.6627140550689788, 0.6627140550689788
0.6510191949972252, 0.6513318262164297, 0.6512712117235426, 0.651271211510035, 0.6512686937526295, 0.6515817023956687, 0.6515816999802188, 0.656467173993101, 0.6531781908515039, 0.6838613287638061, 0.6860969090214136
0.6545545219685432, 0.6545472252047612
0.6851442410645343, 0.6851440376953282, 0.6880994116772319, 0.6912520788463461, 0.7087368179176688, 0.7094231126168883, 0.7094571782841481, 0.7105043593241471, 0.7101572229286424, 0.7101812391679331, 0.7109675007640013, 0.7109881473452397, 0.7109880787739402, 0.7155934815834389, 0.7154128128834532, 0.7149287824752494, 0.7183458560004753, 0.7185092523720135, 0.7185684937384421, 0.7188826855854227, 0.724262846313518, 0.7253375901383223, 0.7263487280540025, 0.733368799915582, 0.7168417994559877, 0.7205024370394905, 0.720598973005097, 0.7204601948516004, 0.7598917039459774, 0.762042145511917, 0.7610322064937788, 0.7675144891260776, 0.7657452441332651, 0.7721391593229395, 0.7740104157728078, 0.7741983509158789, 0.8316308346628363, 0.8361680949814415, 0.8459336795870435, 0.8174273537154062, 0.8336658936824155, 0.8592723936749128, 0.8606327255280839, 0.8669200306910423, 0.8461485565635312
0.6510191949972252, 0.6512891749705675, 0.6512291563431358, 0.651224499647508, 0.6576850273526351, 0.657176967143924, 0.6567045689445302, 0.6611376610119822, 0.661823026673615, 0.6860625494716316, 0.6853697705318703, 0.6852718537459961, 0.6877077022336274, 0.693171046172772, 0.6911341441357012, 0.6996847136287017, 0.7204389019677484, 0.719132378990278, 0.7477778523808094, 0.7485443245890019, 0.7521754184384425, 0.7570723194838752, 0.7643539481521506, 0.7636424178122693, 0.7744892071260278, 0.7793879702649057, 0.7879922082929199, 0.7865416810076287, 0.7881096459112242, 0.7839106598833728, 0.7841951038070852
0.6510191949972252, 0.6513260310105428, 0.6512741505049712, 0.6512692927347625, 0.6577351889930243, 0.6577352074396756, 0.6582083461028608, 0.6582083339802769, 0.6633693285202986, 0.6644775661573907, 0.6661242955282652
0.6915632308714642
0.6915632308714642, 0.6939863235680394, 0.6971381733273545, 0.6971381822781034, 0.6980742077795867, 0.7007462777411373
0.6851442410645343, 0.6851440376953282, 0.6851440376946735, 0.6851440376946734, 0.6886532840193373, 0.6886532920004396
0.6510191949972252, 0.6510187840571872, 0.6513314041543893, 0.6512731735002646, 0.6512706548088817, 0.6515835230625334, 0.6761099389406359, 0.6774782511186238, 0.6774334668687512, 0.6920253576706128, 0.6931283739051022, 0.6944501581454102, 0.6943415771941086, 0.6945046108946402, 0.6943078574431162
0.6851442410645343, 0.6938906032746346, 0.6968940027276305, 0.705876951072959, 0.7073461088386372
0.6545545219685432, 0.6545472252047612, 0.6545472211004799
0.6851442410645343, 0.6851440376953282, 0.6886532840206729, 0.6918672279783127, 0.6936309526292652, 0.693630956269906, 0.696418476607542
0.6510191949972252, 0.6516102257030422, 0.6575691995155962, 0.6569124002235022, 0.6569123955178883, 0.6569123955178724, 0.6619298298024475, 0.6606797333249644, 0.6606797276644336, 0.6606797276644159, 0.6648321906412769
