'PPO', 0.1652700036, 0.1515644586, 0.3508507346, 0.1652700036, 0.1326647596, 0.1326647596, 0.2276628656, 0.2276628656, 0.5827647596, 0.5997903846, 0.5997903846, 0.096179403, 0.096179403, 0.082473858, 0.2603598546, 0.2603598546, 0.617072075, 0.0354843096, 0.3779228404, 0.38515805, 0.530699784, 0.3428473288, 0.261970181, 0.298785759, 0.2215493117, 0.1652315764, 0.2071656286, 0.2569728702, 0.2111166822, 0.5935229782, 0.050891926, 0.1684310528, 0.1685516564, 0.2603214274, 0.9337184272, 0.3323816848, 0.4798061834, 0.1572281706, 0.0993404522, 0.8244847592, 0.169120445, 0.6098761338, 0.1232130816, 0.3555162428, 0.0957637089, 0.5273881262, 0.3987561024, 0.5283990532, 0.2375688918, 0.2600864295, 0.0708552817, 0.5163135225, 0.5644727162, 0.5859730472, 0.4517153305, 0.2406411855, 0.4277477928, 0.3627694026, 0.2818450864, 0.3535214988, 0.093562326, 0.5505369308, 0.2550571798, 0.9479030374, 0.4949361834, 0.1128892539, 0.603448106, 0.274614078, 0.274614078, 0.2560061834, 0.6490463324, 0.5684374804, 0.2596648506, 0.4768054666, 0.1087307532, 0.2011484382, 0.1550997238, 0.0618618084, 0.2429519488, 0.2643684272, 0.5763394322, 0.6239613482, 0.5144242642, 0.2125749678, 0.201845393, 0.49155, 0.2605464962, 0.891750149, 0.5566542858, 0.3436670524
LinearAgent, 0.9882812124, 0.9811135454, 0.977688696, 0.9882812124, 0.9584435904, 0.9584435904, 0.94647, 0.94647, 1.0, 0.9289440865, 0.9289440865, 0.9143271666, 0.9143271666, 0.9071594996, 0.8963361198, 0.8963361198, 0.892791613, 0.8864935454, 0.870584556, 0.870480309, 0.8549900407, 0.85226025, 0.839261613, 0.8326787367, 0.8294187164, 0.8123533528, 0.8100152989, 0.7990585913, 0.791906448, 0.7867372132, 0.7566152034, 0.7484750994, 0.7341297723, 0.7204082602, 0.7179508504, 0.699951259, 0.69284, 0.6869249068, 0.6745210536, 0.6559642004, 0.6508949994, 0.6360952513, 0.631295167, 0.6139731983, 0.6068994996, 0.5918543958, 0.5780811372, 0.5729742033, 0.5613228254, 0.5534485238, 0.53818164, 0.5336009497, 0.5104891078, 0.4990875672, 0.4974422217, 0.4869987614, 0.4713308041, 0.463081367, 0.4518441538, 0.4423095078, 0.4393110986, 0.4280765062, 0.41859025, 0.4008969674, 0.3904021404, 0.3822271666, 0.3812829908, 0.362352184, 0.362352184, 0.3515206382, 0.3412, 0.3392542033, 0.3268269448, 0.3218334343, 0.3128010986, 0.2997494504, 0.2936249404, 0.2777898173, 0.2797446454, 0.2656749458, 0.2618898823, 0.2473470092, 0.2270494634, 0.2162525624, 0.2115298008, 0.199226448, 0.1952146968, 0.1877080834, 0.1825246933, 0.1664802063
