'PPO', 0.9467174947, 0.9608346164, 0.9820173117, 0.9501191686, 0.9144072573, 0.9009360625, 0.8156874947, 0.8768952982, 0.8879064249, 0.9042102843, 0.8625428783, 0.8530660355, 0.7906444978, 0.84838, 0.9087321002, 0.7346146164, 0.7263528184, 0.8125158249, 0.7263528184, 0.7604638206, 0.7836545522, 0.7913800013, 0.7836545522, 0.5642760625, 0.7799747074, 0.9027118772, 0.9005626545, 0.6796691132, 0.5810214791, 0.8262901354, 0.95462, 0.5894298461, 0.7146970954, 0.8492349785, 0.804129323, 0.811819323, 0.7692665193, 0.6877671066, 0.7087056178, 0.7253615477
LinearAgent, 0.9790823432, 0.9674478136, 0.9631389664, 0.9732975384, 0.9549973372, 0.9575326288, 0.9539495075, 0.9342791, 0.9364381828, 0.9167438256, 0.9243922796, 0.91829, 0.9031620399, 0.9085679403, 0.8967678136, 0.8825353828, 0.8773926567, 0.8654559964, 0.8773926567, 0.8680253471, 0.848410078, 0.8515694936, 0.848410078, 0.8443733663, 0.8318325396, 0.818813364, 0.8092258336, 0.8189735656, 0.8010492715, 0.7975876216, 0.78553678, 0.7801206052, 0.7698887147, 0.7633523432, 0.7452363235, 0.7525401292, 0.742414804, 0.7336562047, 0.7318817935, 0.7182478136
