'PPO', 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.5827647596, 0.5827647596, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.5827647596, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.1652700036, 0.5827647596, 0.1652700036, 0.1652700036, 0.5827647596, 0.5827647596
HardlinerAgent, 0.9882812124, 1.0, 1.0, 0.9882812124, 1.0, 1.0, 0.9882812124, 1.0, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 1.0, 1.0, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0, 0.9882812124, 1.0, 1.0, 0.9882812124, 1.0, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0, 1.0, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 1.0, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 0.9882812124, 1.0, 0.9882812124, 0.9882812124, 1.0, 1.0
Seen-bid-space, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
