'PPO', 0.9467174947, 0.9608346164, 0.9480918772, 0.9461261499, 0.8788076974, 0.8567458803, 0.8533442064, 0.9196472064, 0.7872018547, 0.8886440234, 0.8797116222, 0.8114283408, 0.8061085025, 0.8013599456, 0.7607419915, 0.782082764, 0.7685782452, 0.7851852939, 0.7932924005, 0.6851194119, 0.5405134691, 0.65159304, 0.6851194119, 0.7142770522, 0.5540894119, 0.7701239993, 0.6226712095, 0.6877762198, 0.93403, 0.8264499138, 0.867732764, 0.7295825162
LinearAgent, 0.9790823432, 0.9674478136, 0.963863364, 0.9592111968, 0.936088204, 0.9348675384, 0.9406523432, 0.9188607012, 0.9124266384, 0.9247089664, 0.9032933784, 0.898184972, 0.8891165136, 0.8973123151, 0.8903876903, 0.8870800575, 0.8660911332, 0.8654113032, 0.8533785976, 0.8412935732, 0.8434821807, 0.8272973944, 0.8412935732, 0.8255000144, 0.8161607375, 0.8039641443, 0.8018384488, 0.80694086, 0.788650776, 0.7847892928, 0.7671628932, 0.7462777939
